customer_id,created_date,canceled_date,subscription_cost,subscription_interval,was_subscription_paid,acquisition_channel,signup_source,onboarding_completed,first_30d_watch_hours,sessions_first_30d,profiles_created,downloads_used,kids_profile_created,recommendation_click_rate,geography,primary_device,plan_tier,user_segment,referral_source,referral_sent,referred_signup_count,is_active_as_of_2025_03_01
NFX000839,2024-01-25,2024-06-14,15.49,monthly,1,Partner Bundle,Web,1,10.2,8,2,1,0,0.48,Brazil,Smart TV,Standard,Value Seeker,None,0,0,0
NFX000840,2024-01-11,2024-05-09,9.99,monthly,1,Paid Search,Android App,1,28.8,16,2,0,0,0.44,US,Apple TV,Basic,Binge Watcher,None,0,0,0
NFX000841,2024-09-26,,22.99,monthly,1,Organic Search,Android App,1,15.4,9,1,1,0,0.49,Mexico,iPad,Premium,Family,None,0,0,1
NFX000842,2023-10-20,2024-10-12,229.99,annual,1,Organic Search,Web,1,8.1,5,3,0,0,0.28,US,Android Phone,Premium,Value Seeker,None,0,0,0
NFX000843,2023-06-26,2023-12-07,15.49,monthly,1,Direct,Web,1,28.2,21,3,1,0,0.41,Germany,iPhone,Standard,Family,None,0,0,0
NFX000844,2023-04-03,2023-04-22,6.99,monthly,1,App Store,iOS App,1,7.3,3,2,1,0,0.48,US,iPhone,Mobile,Young Adult,None,0,0,0
NFX000845,2023-02-25,2023-10-16,22.99,monthly,1,Paid Search,Web,1,17.3,8,2,1,0,0.47,US,iPhone,Premium,Value Seeker,None,0,0,0
NFX000846,2024-03-15,2024-12-08,99.99,annual,1,TV Ad,iOS App,1,32.2,23,2,0,0,0.2,US,Smart TV,Basic,Binge Watcher,None,0,0,0
NFX000847,2023-12-28,2024-02-16,15.49,monthly,1,App Store,iOS App,1,6.4,3,3,0,0,0.55,Germany,Smart TV,Standard,Casual Viewer,None,0,0,0
NFX000848,2023-01-21,2023-05-29,15.49,monthly,1,Referral,Web,1,16.5,8,2,0,0,0.38,US,Roku,Standard,Value Seeker,Friend Invite,0,0,0
NFX000849,2024-09-15,,229.99,annual,1,App Store,Android App,0,15.1,10,2,0,0,0.35,US,Apple TV,Premium,Young Adult,None,0,0,1
NFX000850,2024-01-27,2024-12-28,15.49,monthly,1,Direct,Web,1,16.1,11,2,0,1,0.31,UK,Web Browser,Standard,Family,Friend Invite,0,0,0
NFX000851,2023-01-16,,229.99,annual,1,Organic Search,Android App,1,12.7,6,3,1,1,0.5,US,Web Browser,Premium,Family,None,0,0,1
NFX000852,2023-09-23,2024-07-18,15.49,monthly,0,Organic Search,Smart TV,1,5.3,3,4,0,0,0.3,Mexico,Web Browser,Standard,Value Seeker,None,0,0,0
NFX000853,2025-01-18,,15.49,monthly,1,Partner Bundle,iOS App,1,22.7,12,3,1,0,0.62,India,Android Phone,Standard,Binge Watcher,None,0,0,1
NFX000854,2024-03-26,2024-12-15,6.99,monthly,1,Direct,Web,1,5.5,3,2,1,0,0.36,Mexico,Smart TV,Mobile,Value Seeker,None,0,0,0
NFX000855,2024-11-15,,15.49,monthly,1,Organic Search,Web,0,18.7,11,4,0,0,0.4,Germany,Smart TV,Standard,Value Seeker,None,1,0,1
NFX000856,2023-09-22,2024-01-03,15.49,monthly,1,Email Re-engagement,Web,1,5.1,2,3,1,0,0.3,India,iPhone,Standard,Value Seeker,None,0,0,0
NFX000857,2024-11-05,2025-02-18,15.49,monthly,1,Referral,Web,1,4.8,2,2,0,0,0.36,US,iPhone,Standard,Value Seeker,Friend Invite,0,0,0
NFX000858,2024-01-31,,22.99,monthly,1,Organic Search,Partner Landing Page,1,15.0,8,3,0,0,0.35,Canada,Roku,Premium,Value Seeker,None,0,0,1
NFX000859,2023-05-21,2023-09-23,15.49,monthly,0,Direct,Web,0,24.0,10,3,1,0,0.39,US,Web Browser,Standard,Family,None,0,0,0
NFX000860,2023-06-17,2023-07-04,9.99,monthly,1,Direct,Smart TV,0,6.6,5,2,1,0,0.44,India,iPhone,Basic,Casual Viewer,None,0,0,0
NFX000861,2023-10-13,,15.49,monthly,1,Referral,iOS App,1,31.5,14,2,0,0,0.6,US,Smart TV,Standard,Binge Watcher,Friend Invite,1,1,1
NFX000862,2024-08-09,,15.49,monthly,1,Referral,Android App,1,9.2,7,2,0,0,0.54,UK,Web Browser,Standard,Young Adult,Friend Invite,0,0,1
NFX000863,2024-10-03,,15.49,monthly,0,Paid Search,Web,1,8.4,5,2,0,0,0.48,Canada,Smart TV,Standard,Value Seeker,None,0,0,1
NFX000864,2023-02-20,2024-01-12,6.99,monthly,1,Organic Search,iOS App,1,7.9,5,1,1,0,0.33,India,Smart TV,Mobile,Young Adult,None,0,0,0
NFX000865,2024-07-04,,99.99,annual,1,Referral,iOS App,1,7.5,4,3,1,1,0.35,Canada,iPad,Basic,Value Seeker,Friend Invite,0,0,1
NFX000866,2023-09-14,2024-11-10,22.99,monthly,1,Organic Search,Web,1,26.3,14,4,1,1,0.47,Canada,Android Phone,Premium,Binge Watcher,None,0,0,0
NFX000867,2024-01-08,,154.99,annual,1,App Store,iOS App,1,24.5,16,2,0,0,0.34,UK,iPhone,Standard,Binge Watcher,None,1,1,1
NFX000868,2023-10-24,2024-12-19,9.99,monthly,1,Organic Search,Web,1,15.2,11,2,0,0,0.49,US,Smart TV,Basic,Value Seeker,None,0,0,0
NFX000869,2024-04-30,2024-05-19,6.99,monthly,1,Paid Social,Web,0,20.1,13,1,0,0,0.32,US,iPhone,Mobile,Young Adult,None,0,0,0
NFX000870,2024-08-25,2024-10-16,6.99,monthly,1,App Store,Web,0,14.5,8,2,0,0,0.29,India,Web Browser,Mobile,Family,None,0,0,0
NFX000871,2023-06-18,2023-07-24,9.99,monthly,1,TV Ad,iOS App,0,11.8,6,2,0,0,0.2,US,iPhone,Basic,Young Adult,None,0,0,0
NFX000872,2023-09-29,2024-01-31,15.49,monthly,1,Direct,Web,0,16.7,7,2,0,0,0.34,US,Smart TV,Standard,Young Adult,None,0,0,0
NFX000873,2025-01-27,,22.99,monthly,1,Organic Search,Web,1,24.7,10,2,0,0,0.44,Germany,iPhone,Premium,Binge Watcher,None,0,0,1
NFX000874,2023-09-06,,9.99,monthly,1,TV Ad,Android App,1,20.1,9,2,1,0,0.36,India,iPhone,Basic,Binge Watcher,None,0,0,1
NFX000875,2023-09-10,,154.99,annual,1,Partner Bundle,Web,1,10.2,4,2,0,0,0.41,India,Android Phone,Standard,Casual Viewer,None,0,0,1
NFX000876,2023-04-17,2024-08-29,9.99,monthly,1,App Store,Android App,1,25.7,17,3,0,0,0.3,Canada,iPad,Basic,Binge Watcher,None,0,0,0
NFX000877,2024-01-06,2024-05-03,15.49,monthly,1,Referral,iOS App,0,11.5,6,2,1,0,0.43,India,iPad,Standard,Value Seeker,Friend Invite,0,0,0
NFX000878,2024-09-29,2024-12-31,9.99,monthly,1,App Store,iOS App,0,8.7,5,1,0,0,0.28,India,Android Tablet,Basic,Value Seeker,None,0,0,0
NFX000879,2023-02-07,2024-01-08,22.99,monthly,1,Partner Bundle,Smart TV,1,19.0,11,2,0,1,0.44,Mexico,Smart TV,Premium,Family,None,0,0,0
NFX000880,2023-01-31,2023-02-06,22.99,monthly,1,Paid Search,Android App,1,15.5,6,3,0,1,0.46,Mexico,Smart TV,Premium,Young Adult,None,0,0,0
NFX000881,2024-12-09,,6.99,monthly,1,App Store,iOS App,1,9.3,5,1,0,0,0.39,Canada,iPhone,Mobile,Value Seeker,Friend Invite,0,0,1
NFX000882,2023-10-24,,15.49,monthly,1,Direct,Android App,1,17.6,8,2,1,0,0.37,India,iPhone,Standard,Young Adult,None,0,0,1
NFX000883,2023-02-05,2023-07-31,15.49,monthly,1,Organic Search,Android App,1,15.3,9,4,0,1,0.45,Mexico,iPad,Standard,Family,None,0,0,0
NFX000884,2023-10-03,,9.99,monthly,1,Organic Search,Web,1,15.4,10,2,1,0,0.3,India,Web Browser,Basic,Family,Friend Invite,0,0,1
NFX000885,2024-04-25,,9.99,monthly,1,Organic Search,iOS App,1,16.6,10,1,0,0,0.49,Canada,Smart TV,Basic,Family,None,0,0,1
NFX000886,2024-08-02,,15.49,monthly,1,Organic Search,iOS App,1,19.8,12,3,0,1,0.31,India,Smart TV,Standard,Family,None,0,0,1
NFX000887,2023-05-16,2024-07-17,22.99,monthly,1,Paid Search,Android App,1,25.0,11,3,0,0,0.64,Mexico,iPad,Premium,Value Seeker,None,0,0,0
NFX000888,2023-05-01,2023-06-15,6.99,monthly,0,Paid Search,iOS App,1,3.5,2,2,1,0,0.31,India,Smart TV,Mobile,Value Seeker,None,0,0,0
NFX000889,2023-07-01,2023-07-02,6.99,monthly,1,Organic Search,iOS App,1,1.4,1,3,0,0,0.29,UK,Android Tablet,Mobile,Value Seeker,Partner Promo,1,0,0
NFX000890,2024-08-14,,15.49,monthly,1,Organic Search,Smart TV,1,36.6,15,3,0,0,0.36,Canada,Apple TV,Standard,Binge Watcher,None,0,0,1
NFX000891,2024-04-26,,22.99,monthly,1,Direct,iOS App,1,11.2,6,1,1,0,0.38,Mexico,Smart TV,Premium,Young Adult,None,0,0,1
NFX000892,2024-07-09,,6.99,monthly,1,Direct,Android App,0,10.7,8,1,0,0,0.19,Canada,Android Tablet,Mobile,Value Seeker,None,0,0,1
NFX000893,2023-03-30,,154.99,annual,1,Paid Social,iOS App,1,28.2,16,3,0,0,0.42,Brazil,iPhone,Standard,Binge Watcher,None,0,0,1
NFX000894,2024-10-31,,9.99,monthly,0,Organic Search,iOS App,1,22.4,12,1,0,0,0.35,Brazil,Smart TV,Basic,Binge Watcher,None,1,0,1
NFX000895,2024-02-28,,229.99,annual,1,Partner Bundle,Web,1,24.6,11,4,1,1,0.52,India,Smart TV,Premium,Family,None,0,0,1
NFX000896,2023-03-12,2023-10-23,15.49,monthly,1,Paid Search,Web,0,24.9,18,2,1,0,0.29,Mexico,Roku,Standard,Young Adult,None,1,0,0
NFX000897,2025-01-04,,154.99,annual,1,Direct,Smart TV,0,18.9,8,1,0,0,0.4,Mexico,Android Tablet,Standard,Young Adult,None,0,0,1
NFX000898,2023-02-21,2023-03-04,22.99,monthly,1,Paid Search,iOS App,1,17.7,14,4,0,1,0.34,US,iPhone,Premium,Value Seeker,None,0,0,0
NFX000899,2024-09-06,,15.49,monthly,1,Organic Search,Web,1,23.2,11,4,0,0,0.4,Mexico,Web Browser,Standard,Young Adult,None,0,0,1
NFX000900,2023-08-28,2025-02-05,154.99,annual,1,Paid Social,Smart TV,1,5.5,2,3,0,0,0.21,US,Web Browser,Standard,Casual Viewer,None,1,2,0
NFX000901,2023-02-21,2024-01-07,9.99,monthly,1,Organic Search,Web,1,7.1,4,3,1,0,0.53,US,Smart TV,Basic,Casual Viewer,None,0,0,0
NFX000902,2024-04-19,2024-05-10,15.49,monthly,1,TV Ad,Web,0,6.6,5,3,0,0,0.3,Canada,Roku,Standard,Casual Viewer,None,0,0,0
NFX000903,2024-08-15,2025-01-13,9.99,monthly,1,Organic Search,Web,1,9.3,7,3,0,0,0.52,US,iPhone,Basic,Value Seeker,None,0,0,0
NFX000904,2025-02-07,,15.49,monthly,1,Paid Social,Web,1,13.7,7,2,0,0,0.48,India,iPhone,Standard,Family,None,1,1,1
NFX000905,2023-02-15,2024-08-16,15.49,monthly,1,Partner Bundle,Smart TV,1,11.2,5,2,0,0,0.52,Mexico,Android Tablet,Standard,Casual Viewer,None,0,0,0
NFX000906,2023-12-09,2024-03-08,6.99,monthly,0,Paid Social,Web,0,12.7,9,2,1,0,0.39,India,Apple TV,Mobile,Young Adult,None,0,0,0
NFX000907,2023-06-03,2024-06-12,6.99,monthly,1,Organic Search,Web,0,11.5,8,1,0,0,0.21,US,iPhone,Mobile,Value Seeker,None,0,0,0
NFX000908,2023-04-30,2023-06-07,22.99,monthly,1,Organic Search,Web,1,14.0,6,4,0,0,0.42,US,iPhone,Premium,Value Seeker,Influencer Code,0,0,0
NFX000909,2024-08-30,2024-11-21,9.99,monthly,1,Referral,Android App,1,24.5,14,2,0,0,0.41,US,Android Phone,Basic,Young Adult,Friend Invite,0,0,0
NFX000910,2024-03-31,,15.49,monthly,1,Organic Search,Android App,1,37.6,18,2,1,0,0.33,Germany,Android Phone,Standard,Family,None,0,0,1
NFX000911,2024-05-15,2024-06-16,15.49,monthly,1,Referral,Android App,1,26.3,16,3,0,0,0.27,India,iPad,Standard,Family,Friend Invite,1,1,0
NFX000912,2023-12-14,2024-12-16,22.99,monthly,1,Direct,iOS App,1,11.0,5,2,0,0,0.43,Brazil,Smart TV,Premium,Casual Viewer,None,0,0,0
NFX000913,2024-06-10,,9.99,monthly,1,Organic Search,Android App,0,18.2,7,2,1,0,0.26,UK,iPhone,Basic,Young Adult,None,0,0,1
NFX000914,2024-06-21,,15.49,monthly,1,Referral,Web,1,30.2,14,3,0,0,0.52,Mexico,Web Browser,Standard,Value Seeker,Friend Invite,0,0,1
NFX000915,2023-05-14,,22.99,monthly,1,Referral,iOS App,1,33.9,21,3,1,0,0.47,Germany,iPhone,Premium,Binge Watcher,Friend Invite,0,0,1
NFX000916,2023-08-25,2024-02-21,15.49,monthly,1,Direct,iOS App,1,30.1,15,3,0,0,0.42,UK,Android Phone,Standard,Family,None,0,0,0
NFX000917,2024-09-14,2024-09-21,99.99,annual,1,Organic Search,Partner Landing Page,0,11.8,6,1,0,1,0.49,India,Web Browser,Basic,Family,None,0,0,0
NFX000918,2023-02-27,2023-06-27,22.99,monthly,1,Paid Search,iOS App,0,25.6,15,2,1,0,0.09,Canada,Apple TV,Premium,Young Adult,None,0,0,0
NFX000919,2023-10-21,2024-09-26,22.99,monthly,1,Partner Bundle,Android App,1,23.7,14,1,1,0,0.45,US,iPhone,Premium,Family,None,0,0,0
NFX000920,2023-05-01,2024-12-10,15.49,monthly,1,Organic Search,Partner Landing Page,1,33.4,16,3,0,0,0.49,US,Roku,Standard,Binge Watcher,None,1,1,0
NFX000921,2024-12-04,,9.99,monthly,0,TV Ad,Android App,1,21.3,15,1,0,0,0.59,Mexico,iPhone,Basic,Binge Watcher,None,0,0,1
NFX000922,2023-07-11,,99.99,annual,1,Email Re-engagement,Android App,1,18.9,15,1,0,0,0.33,Canada,Android Phone,Basic,Casual Viewer,None,1,3,1
NFX000923,2025-01-15,,15.49,monthly,0,Paid Search,Android App,0,23.9,10,1,0,0,0.41,India,Android Tablet,Standard,Binge Watcher,None,0,0,1
NFX000924,2024-01-31,2024-05-23,6.99,monthly,1,Direct,iOS App,1,11.9,7,1,0,0,0.37,UK,Web Browser,Mobile,Young Adult,None,0,0,0
NFX000925,2023-03-31,2023-07-11,15.49,monthly,1,Partner Bundle,Web,1,27.4,23,4,0,0,0.43,Canada,iPhone,Standard,Young Adult,None,0,0,0
NFX000926,2023-05-06,2024-06-25,15.49,monthly,1,Direct,Web,0,30.4,19,2,0,1,0.39,Mexico,Web Browser,Standard,Family,Friend Invite,0,0,0
NFX000927,2023-08-20,,15.49,monthly,1,Organic Search,Smart TV,1,23.3,18,4,0,0,0.53,Mexico,iPhone,Standard,Young Adult,None,0,0,1
NFX000928,2024-11-04,,15.49,monthly,1,Paid Social,Smart TV,1,25.6,20,1,1,0,0.42,UK,Web Browser,Standard,Binge Watcher,None,0,0,1
NFX000929,2023-12-16,,15.49,monthly,1,Email Re-engagement,Android App,1,15.1,6,3,0,1,0.43,US,iPad,Standard,Young Adult,None,0,0,1
NFX000930,2023-03-06,2023-09-09,22.99,monthly,1,Organic Search,Smart TV,1,1.1,1,3,0,0,0.45,US,Android Tablet,Premium,Casual Viewer,None,0,0,0
NFX000931,2023-08-21,2024-02-19,15.49,monthly,1,Direct,Android App,0,17.3,12,2,0,0,0.41,US,Web Browser,Standard,Value Seeker,None,0,0,0
NFX000932,2023-07-10,,6.99,monthly,1,App Store,Android App,1,18.8,8,2,0,0,0.47,UK,Android Phone,Mobile,Value Seeker,Friend Invite,0,0,1
NFX000933,2024-09-09,2025-01-22,15.49,monthly,1,TV Ad,Web,1,29.4,16,3,0,0,0.45,Canada,iPad,Standard,Binge Watcher,None,0,0,0
NFX000934,2024-09-13,,22.99,monthly,1,App Store,Partner Landing Page,1,23.8,14,2,0,0,0.57,Brazil,Roku,Premium,Family,None,0,0,1
NFX000935,2023-07-07,2023-11-18,154.99,annual,0,Referral,Partner Landing Page,1,26.1,15,3,1,0,0.68,UK,Roku,Standard,Binge Watcher,Friend Invite,0,0,0
NFX000936,2023-06-15,2024-08-18,99.99,annual,1,Direct,iOS App,1,11.5,5,1,0,0,0.29,India,Roku,Basic,Young Adult,Partner Promo,0,0,0
NFX000937,2024-09-24,,15.49,monthly,1,Direct,Web,0,13.7,10,4,1,0,0.33,Canada,iPhone,Standard,Value Seeker,None,0,0,1
NFX000938,2023-08-23,2023-11-26,9.99,monthly,1,Partner Bundle,Partner Landing Page,1,6.1,4,3,0,0,0.48,Brazil,Smart TV,Basic,Value Seeker,None,0,0,0
NFX000939,2023-03-06,2024-09-22,9.99,monthly,1,Paid Social,Web,1,32.5,21,3,1,0,0.38,UK,Android Phone,Basic,Family,None,0,0,0
NFX000940,2024-08-13,2024-09-26,15.49,monthly,1,Referral,iOS App,1,17.2,12,2,1,1,0.53,US,Android Phone,Standard,Family,Friend Invite,0,0,0
NFX000941,2025-01-16,,9.99,monthly,1,TV Ad,Web,1,1.6,1,1,0,0,0.51,US,Android Phone,Basic,Casual Viewer,None,0,0,1
NFX000942,2025-02-27,,15.49,monthly,1,Organic Search,iOS App,1,16.1,8,2,0,0,0.46,Canada,Roku,Standard,Value Seeker,None,0,0,1
NFX000943,2024-12-10,2025-01-24,9.99,monthly,1,Paid Social,Web,0,5.2,4,1,1,0,0.48,US,Roku,Basic,Casual Viewer,None,0,0,0
NFX000944,2023-10-17,2024-09-16,15.49,monthly,0,App Store,iOS App,1,21.2,13,2,0,0,0.33,Mexico,iPad,Standard,Young Adult,None,0,0,0
NFX000945,2023-04-02,2023-05-06,22.99,monthly,1,Paid Search,Web,1,17.6,12,3,0,0,0.41,Germany,iPad,Premium,Young Adult,None,0,0,0
NFX000946,2024-10-12,2024-11-10,9.99,monthly,1,App Store,Web,1,19.7,12,2,0,0,0.5,India,Android Phone,Basic,Young Adult,None,0,0,0
NFX000947,2023-11-18,,15.49,monthly,1,TV Ad,Smart TV,1,14.2,9,3,0,0,0.42,India,Smart TV,Standard,Young Adult,None,0,0,1
NFX000948,2024-09-18,,15.49,monthly,1,Organic Search,iOS App,1,2.8,2,2,0,1,0.38,India,Android Phone,Standard,Casual Viewer,None,0,0,1
NFX000949,2023-06-25,2023-08-04,15.49,monthly,1,Organic Search,Web,1,9.9,4,2,1,0,0.43,US,iPad,Standard,Casual Viewer,None,0,0,0
NFX000950,2024-12-08,,9.99,monthly,1,Organic Search,Smart TV,0,14.2,8,1,1,0,0.46,Brazil,iPad,Basic,Young Adult,None,1,0,1
NFX000951,2023-11-08,2024-08-22,6.99,monthly,1,Paid Search,Web,1,9.4,6,3,0,0,0.39,India,Android Phone,Mobile,Casual Viewer,None,0,0,0
NFX000952,2024-04-27,2024-07-29,22.99,monthly,1,Direct,iOS App,1,4.4,3,2,0,0,0.51,UK,Roku,Premium,Casual Viewer,None,0,0,0
NFX000953,2023-07-29,,15.49,monthly,1,Paid Social,Web,1,29.5,14,3,1,0,0.29,Brazil,iPhone,Standard,Binge Watcher,None,0,0,1
NFX000954,2024-02-10,,229.99,annual,1,Partner Bundle,iOS App,1,23.1,10,2,1,0,0.51,US,Smart TV,Premium,Young Adult,None,0,0,1
NFX000955,2024-03-24,2025-01-14,9.99,monthly,1,Email Re-engagement,Web,0,26.1,18,1,0,0,0.29,US,Web Browser,Basic,Family,None,0,0,0
NFX000956,2025-02-10,,9.99,monthly,1,Direct,Web,1,24.6,13,2,1,1,0.46,US,Android Tablet,Basic,Family,None,0,0,1
NFX000957,2025-01-21,,22.99,monthly,1,Referral,Android App,1,25.1,16,2,0,1,0.4,Canada,iPad,Premium,Binge Watcher,Friend Invite,1,2,1
NFX000958,2024-08-18,2024-09-14,9.99,monthly,1,App Store,Web,1,13.2,8,4,0,0,0.53,UK,Android Phone,Basic,Casual Viewer,None,0,0,0
NFX000959,2025-01-04,,22.99,monthly,1,Organic Search,Web,0,30.4,17,4,0,0,0.43,Brazil,Android Phone,Premium,Binge Watcher,None,0,0,1
NFX000960,2023-04-19,2023-06-02,9.99,monthly,1,TV Ad,Android App,0,6.6,4,2,1,0,0.2,Mexico,Android Phone,Basic,Value Seeker,None,0,0,0
NFX000961,2023-02-11,2024-03-03,15.49,monthly,1,Partner Bundle,iOS App,1,22.4,11,2,0,0,0.48,India,Android Phone,Standard,Young Adult,None,1,0,0
NFX000962,2024-06-09,2024-11-11,15.49,monthly,1,Organic Search,Android App,1,21.8,9,3,0,0,0.33,Mexico,Smart TV,Standard,Family,Friend Invite,0,0,0
NFX000963,2024-08-24,2024-12-03,9.99,monthly,1,Direct,iOS App,1,26.8,16,2,0,0,0.36,India,iPhone,Basic,Binge Watcher,None,0,0,0
NFX000964,2024-01-20,2024-09-16,22.99,monthly,1,Organic Search,Android App,1,10.1,5,3,1,0,0.68,India,Android Phone,Premium,Casual Viewer,Friend Invite,0,0,0
NFX000965,2024-06-15,2024-08-25,15.49,monthly,1,App Store,iOS App,1,20.9,16,1,0,1,0.45,Mexico,iPhone,Standard,Family,None,0,0,0
NFX000966,2024-03-13,2025-02-05,9.99,monthly,1,TV Ad,Web,0,10.7,8,1,0,0,0.35,Mexico,Smart TV,Basic,Family,None,0,0,0
NFX000967,2023-05-18,2024-10-28,15.49,monthly,1,Organic Search,Web,1,23.6,15,3,0,0,0.43,India,iPhone,Standard,Young Adult,Friend Invite,0,0,0
NFX000968,2023-06-26,2023-07-08,6.99,monthly,1,Partner Bundle,Android App,1,16.3,8,1,1,0,0.41,India,Web Browser,Mobile,Young Adult,None,0,0,0
NFX000969,2023-10-07,2024-01-08,6.99,monthly,1,App Store,Smart TV,0,17.6,8,2,0,0,0.38,US,Apple TV,Mobile,Family,None,0,0,0
NFX000970,2024-05-26,,6.99,monthly,1,Direct,Web,1,14.3,9,3,1,0,0.56,US,Roku,Mobile,Value Seeker,None,0,0,1
NFX000971,2024-05-24,,9.99,monthly,1,Paid Search,iOS App,0,11.1,5,2,0,0,0.34,US,Android Phone,Basic,Young Adult,None,0,0,1
NFX000972,2023-05-29,2023-11-01,6.99,monthly,1,Organic Search,Web,0,22.1,14,1,0,0,0.32,US,Smart TV,Mobile,Young Adult,None,0,0,0
NFX000973,2024-09-21,2024-09-22,22.99,monthly,1,Paid Search,Android App,1,14.4,8,2,1,0,0.4,Canada,Smart TV,Premium,Value Seeker,None,0,0,0
NFX000974,2023-01-06,,15.49,monthly,1,Paid Search,Web,1,22.6,10,2,0,0,0.63,US,Android Phone,Standard,Family,None,1,0,1
NFX000975,2024-09-22,2024-11-06,15.49,monthly,1,Organic Search,Android App,0,18.5,10,2,0,0,0.1,Brazil,iPhone,Standard,Young Adult,Friend Invite,0,0,0
NFX000976,2024-05-10,2024-07-29,229.99,annual,0,Paid Search,Android App,1,10.0,7,2,0,0,0.44,UK,Smart TV,Premium,Casual Viewer,None,0,0,0
NFX000977,2024-11-10,,9.99,monthly,1,App Store,Web,1,28.5,14,1,0,0,0.31,Mexico,Smart TV,Basic,Binge Watcher,None,0,0,1
NFX000978,2024-05-08,2024-06-12,15.49,monthly,1,App Store,Web,0,34.6,18,3,1,1,0.17,US,Roku,Standard,Family,None,1,1,0
NFX000979,2024-05-30,,15.49,monthly,1,Referral,Web,1,12.2,6,2,0,0,0.31,India,Smart TV,Standard,Value Seeker,Friend Invite,0,0,1
NFX000980,2024-09-18,,9.99,monthly,1,Email Re-engagement,iOS App,1,18.4,9,1,1,0,0.3,US,Android Phone,Basic,Value Seeker,None,0,0,1
NFX000981,2023-01-24,,154.99,annual,1,Paid Search,Android App,1,17.0,14,3,0,0,0.37,US,Smart TV,Standard,Young Adult,None,0,0,1
NFX000982,2023-10-19,2024-04-07,15.49,monthly,1,Paid Search,Web,1,15.1,8,3,0,0,0.39,UK,Roku,Standard,Family,None,0,0,0
NFX000983,2024-08-21,,9.99,monthly,1,App Store,Web,1,34.5,24,1,1,0,0.35,US,Roku,Basic,Binge Watcher,None,0,0,1
NFX000984,2023-07-03,2023-09-01,9.99,monthly,1,Paid Social,Android App,0,14.3,6,1,0,0,0.38,Canada,iPhone,Basic,Value Seeker,None,0,0,0
NFX000985,2025-01-31,,69.99,annual,1,Direct,iOS App,1,14.7,9,2,0,0,0.59,Canada,Apple TV,Mobile,Young Adult,None,0,0,1
NFX000986,2024-01-02,,229.99,annual,1,Paid Search,Web,1,23.6,19,3,0,0,0.2,US,Smart TV,Premium,Value Seeker,None,0,0,1
NFX000987,2023-02-05,2024-06-11,15.49,monthly,1,Organic Search,Android App,0,17.9,7,4,0,0,0.25,US,Android Phone,Standard,Young Adult,None,0,0,0
NFX000988,2023-06-18,2023-09-01,6.99,monthly,1,Paid Social,Web,1,15.7,10,1,0,0,0.45,US,Roku,Mobile,Value Seeker,None,0,0,0
NFX000989,2024-10-12,2024-10-28,9.99,monthly,1,TV Ad,Web,0,10.8,6,2,1,0,0.36,Brazil,Android Phone,Basic,Young Adult,None,0,0,0
NFX000990,2023-05-21,2024-07-23,22.99,monthly,1,Paid Social,Android App,1,18.5,9,4,1,0,0.34,US,iPhone,Premium,Family,None,0,0,0
NFX000991,2024-10-10,2024-11-22,15.49,monthly,1,Direct,iOS App,1,11.0,8,3,0,0,0.45,Canada,Android Phone,Standard,Value Seeker,None,0,0,0
NFX000992,2024-05-29,2024-09-05,9.99,monthly,1,Paid Social,Web,1,22.7,17,1,0,0,0.45,US,iPhone,Basic,Binge Watcher,None,0,0,0
NFX000993,2024-03-24,2024-07-06,22.99,monthly,1,Email Re-engagement,Android App,1,30.1,20,2,0,0,0.49,Germany,Android Phone,Premium,Family,None,0,0,0
NFX000994,2024-06-26,2024-10-15,9.99,monthly,1,Organic Search,Web,1,7.9,4,1,0,0,0.41,Brazil,Smart TV,Basic,Casual Viewer,None,0,0,0
NFX000995,2023-01-10,2023-08-27,9.99,monthly,1,Paid Social,iOS App,0,13.1,9,2,0,0,0.42,US,Smart TV,Basic,Value Seeker,None,0,0,0
NFX000996,2023-07-12,2024-11-29,15.49,monthly,1,Paid Social,Smart TV,1,23.8,19,2,0,0,0.48,UK,Roku,Standard,Family,None,0,0,0
NFX000997,2024-03-16,2025-02-01,15.49,monthly,1,Paid Social,Smart TV,1,19.7,16,3,0,0,0.38,US,Smart TV,Standard,Family,None,0,0,0
NFX000998,2024-11-10,,99.99,annual,1,App Store,Smart TV,0,20.5,9,1,0,0,0.17,US,Android Phone,Basic,Binge Watcher,None,0,0,1
NFX000999,2024-05-17,,22.99,monthly,1,Paid Social,Android App,1,27.1,13,3,0,0,0.53,US,Android Tablet,Premium,Binge Watcher,None,0,0,1
NFX001000,2024-10-16,,22.99,monthly,0,TV Ad,Smart TV,1,9.8,7,2,0,0,0.65,Germany,iPad,Premium,Young Adult,None,0,0,1
NFX001001,2023-04-18,,15.49,monthly,1,Organic Search,Android App,1,26.9,15,5,0,0,0.53,India,Android Phone,Standard,Binge Watcher,None,0,0,1
NFX001002,2024-11-03,,9.99,monthly,1,Direct,Partner Landing Page,1,9.5,5,1,0,0,0.47,India,Smart TV,Basic,Young Adult,None,0,0,1
NFX001003,2025-02-01,,15.49,monthly,1,App Store,Android App,1,22.4,16,3,1,0,0.67,Brazil,iPad,Standard,Value Seeker,None,0,0,1
NFX001004,2023-11-11,2024-06-18,15.49,monthly,1,Organic Search,Smart TV,1,15.0,11,2,1,0,0.42,US,Android Phone,Standard,Value Seeker,None,0,0,0
